255,1024:30.6372549019
254,1024:30.7578740157
253,1024:30.8794466403
252,1024:31.0019841269
251,1024:31.1254980079
250,1024:31.2500000000
249,1024:31.3755020080
248,1024:31.5020161290
247,1024:31.6295546558
246,1024:31.7581300813
245,1024:31.8877551020
244,1024:32.0184426229
243,1024:32.1502057613
242,1024:32.2830578512
241,1024:32.4170124481
240,1024:32.5520833333
239,1024:32.6882845188
238,1024:32.8256302521
237,1024:32.9641350210
236,1024:33.1038135593
235,1024:33.2446808510
234,1024:33.3867521367
233,1024:33.5300429184
232,1024:33.6745689655
231,1024:33.8203463203
230,1024:33.9673913043
229,1024:34.1157205240
228,1024:34.2653508771
227,1024:34.4162995594
226,1024:34.5685840707
225,1024:34.7222222222
224,1024:34.8772321428
223,1024:35.0336322869
222,1024:35.1914414414
221,1024:35.3506787330
220,1024:35.5113636363
219,1024:35.6735159817
218,1024:35.8371559633
217,1024:36.0023041474
216,1024:36.1689814814
215,1024:36.3372093023
214,1024:36.5070093457
213,1024:36.6784037558
212,1024:36.8514150943
211,1024:37.0260663507
210,1024:37.2023809523
209,1024:37.3803827751
208,1024:37.5600961538
207,1024:37.7415458937
206,1024:37.9247572815
205,1024:38.1097560975
204,1024:38.2965686274
203,1024:38.4852216748
202,1024:38.6757425742
201,1024:38.8681592039
200,1024:39.0625000000
199,1024:39.2587939698
198,1024:39.4570707070
197,1024:39.6573604060
196,1024:39.8596938775
195,1024:40.0641025641
194,1024:40.2706185567
193,1024:40.4792746113
192,1024:40.6901041666
191,1024:40.9031413612
190,1024:41.1184210526
189,1024:41.3359788359
188,1024:41.5558510638
187,1024:41.7780748663
186,1024:42.0026881720
185,1024:42.2297297297
184,1024:42.4592391304
183,1024:42.6912568306
182,1024:42.9258241758
181,1024:43.1629834254
180,1024:43.4027777777
179,1024:43.6452513966
178,1024:43.8904494382
177,1024:44.1384180790
176,1024:44.3892045454
175,1024:44.6428571428
174,1024:44.8994252873
173,1024:45.1589595375
172,1024:45.4215116279
171,1024:45.6871345029
170,1024:45.9558823529
169,1024:46.2278106508
168,1024:46.5029761904
167,1024:46.7814371257
166,1024:47.0632530120
165,1024:47.3484848484
164,1024:47.6371951219
163,1024:47.9294478527
162,1024:48.2253086419
161,1024:48.5248447204
160,1024:48.8281250000
159,1024:49.1352201257
158,1024:49.4462025316
157,1024:49.7611464968
156,1024:50.0801282051
155,1024:50.4032258064
154,1024:50.7305194805
153,1024:51.0620915032
152,1024:51.3980263157
151,1024:51.7384105960
150,1024:52.0833333333
149,1024:52.4328859060
148,1024:52.7871621621
147,1024:53.1462585034
146,1024:53.5102739726
145,1024:53.8793103448
144,1024:54.2534722222
143,1024:54.6328671328
142,1024:55.0176056338
141,1024:55.4078014184
140,1024:55.8035714285
139,1024:56.2050359712
138,1024:56.6123188405
137,1024:57.0255474452
136,1024:57.4448529411
135,1024:57.8703703703
134,1024:58.3022388059
133,1024:58.7406015037
132,1024:59.1856060606
131,1024:59.6374045801
130,1024:60.0961538461
129,1024:60.5620155038
128,1024:61.0351562500
127,1024:61.5157480314
126,1024:62.0039682539
125,1024:62.5000000000
124,1024:63.0040322580
123,1024:63.5162601626
122,1024:64.0368852459
121,1024:64.5661157024
120,1024:65.1041666666
119,1024:65.6512605042
118,1024:66.2076271186
117,1024:66.7735042735
116,1024:67.3491379310
115,1024:67.9347826086
114,1024:68.5307017543
113,1024:69.1371681415
112,1024:69.7544642857
111,1024:70.3828828828
110,1024:71.0227272727
109,1024:71.6743119266
108,1024:72.3379629629
107,1024:73.0140186915
106,1024:73.7028301886
105,1024:74.4047619047
104,1024:75.1201923076
103,1024:75.8495145631
102,1024:76.5931372549
101,1024:77.3514851485
100,1024:78.1250000000
99,1024:78.9141414141
98,1024:79.7193877551
97,1024:80.5412371134
96,1024:81.3802083333
95,1024:82.2368421052
94,1024:83.1117021276
93,1024:84.0053763440
92,1024:84.9184782608
91,1024:85.8516483516
90,1024:86.8055555555
89,1024:87.7808988764
