33020,8:30.2846759539
33019,8:30.2855931433
33018,8:30.2865103882
33017,8:30.2874276887
33016,8:30.2883450448
4127,64:30.2883450448
33015,8:30.2892624564
33014,8:30.2901799236
33013,8:30.2910974464
33012,8:30.2920150248
33011,8:30.2929326588
33010,8:30.2938503483
33009,8:30.2947680935
33008,8:30.2956858943
4126,64:30.2956858943
33007,8:30.2966037507
33006,8:30.2975216627
33005,8:30.2984396303
33004,8:30.2993576536
33003,8:30.3002757325
33002,8:30.3011938670
33001,8:30.3021120572
33000,8:30.3030303030
4125,64:30.3030303030
32999,8:30.3039486045
32998,8:30.3048669616
32997,8:30.3057853744
32996,8:30.3067038428
32995,8:30.3076223670
32994,8:30.3085409468
32993,8:30.3094595823
1031,256:30.3103782735
32992,8:30.3103782735
4124,64:30.3103782735
32991,8:30.3112970203
32990,8:30.3122158229
32989,8:30.3131346812
32988,8:30.3140535952
32987,8:30.3149725649
32986,8:30.3158915903
32985,8:30.3168106715
32984,8:30.3177298083
4123,64:30.3177298083
32983,8:30.3186490010
32982,8:30.3195682493
32981,8:30.3204875534
32980,8:30.3214069132
32979,8:30.3223263288
32978,8:30.3232458002
32977,8:30.3241653273
32976,8:30.3250849102
4122,64:30.3250849102
32975,8:30.3260045489
32974,8:30.3269242433
32973,8:30.3278439935
32972,8:30.3287637995
32971,8:30.3296836613
32970,8:30.3306035790
32969,8:30.3315235524
32968,8:30.3324435816
4121,64:30.3324435816
32967,8:30.3333636666
32966,8:30.3342838075
32965,8:30.3352040042
32964,8:30.3361242567
32963,8:30.3370445651
32962,8:30.3379649293
32961,8:30.3388853493
1030,256:30.3398058252
32960,8:30.3398058252
4120,64:30.3398058252
32959,8:30.3407263569
32958,8:30.3416469445
32957,8:30.3425675880
32956,8:30.3434882874
32955,8:30.3444090426
32954,8:30.3453298537
32953,8:30.3462507207
32952,8:30.3471716436
4119,64:30.3471716436
32951,8:30.3480926223
32950,8:30.3490136570
32949,8:30.3499347476
32948,8:30.3508558941
32947,8:30.3517770965
32946,8:30.3526983548
32945,8:30.3536196691
32944,8:30.3545410393
4118,64:30.3545410393
32943,8:30.3554624654
32942,8:30.3563839475
32941,8:30.3573054855
32940,8:30.3582270795
32939,8:30.3591487294
32938,8:30.3600704353
32937,8:30.3609921972
32936,8:30.3619140150
4117,64:30.3619140150
32935,8:30.3628358888
32934,8:30.3637578186
32933,8:30.3646798044
32932,8:30.3656018462
32931,8:30.3665239440
32930,8:30.3674460977
32929,8:30.3683683075
1029,256:30.3692905733
32928,8:30.3692905733
4116,64:30.3692905733
32927,8:30.3702128951
32926,8:30.3711352730
32925,8:30.3720577069
32924,8:30.3729801968
32923,8:30.3739027427
32922,8:30.3748253447
32921,8:30.3757480027
32920,8:30.3766707168
4115,64:30.3766707168
32919,8:30.3775934870
32918,8:30.3785163132
32917,8:30.3794391955
32916,8:30.3803621339
32915,8:30.3812851283
32914,8:30.3822081788
32913,8:30.3831312855
32912,8:30.3840544482
4114,64:30.3840544482
32911,8:30.3849776670
32910,8:30.3859009419
32909,8:30.3868242729
32908,8:30.3877476601
32907,8:30.3886711034
32906,8:30.3895946028
32905,8:30.3905181583
32904,8:30.3914417699
4113,64:30.3914417699
32903,8:30.3923654378
32902,8:30.3932891617
32901,8:30.3942129418
32900,8:30.3951367781
32899,8:30.3960606705
32898,8:30.3969846191
32897,8:30.3979086238
1028,256:30.3988326848
257,1024:30.3988326848
32896,8:30.3988326848
4112,64:30.3988326848
32895,8:30.3997568019
32894,8:30.4006809752
32893,8:30.4016052047
32892,8:30.4025294904
32891,8:30.4034538323
32890,8:30.4043782304
32889,8:30.4053026847
32888,8:30.4062271953
4111,64:30.4062271953
32887,8:30.4071517620
32886,8:30.4080763850
32885,8:30.4090010643
32884,8:30.4099257997
32883,8:30.4108505914
32882,8:30.4117754394
32881,8:30.4127003436
32880,8:30.4136253041
4110,64:30.4136253041
32879,8:30.4145503208
32878,8:30.4154753938
32877,8:30.4164005231
32876,8:30.4173257087
32875,8:30.4182509505
32874,8:30.4191762487
32873,8:30.4201016031
32872,8:30.4210270138
4109,64:30.4210270138
32871,8:30.4219524809
32870,8:30.4228780042
32869,8:30.4238035839
32868,8:30.4247292199
32867,8:30.4256549122
32866,8:30.4265806608
32865,8:30.4275064658
1027,256:30.4284323271
32864,8:30.4284323271
4108,64:30.4284323271
32863,8:30.4293582448
32862,8:30.4302842188
32861,8:30.4312102492
32860,8:30.4321363359
32859,8:30.4330624790
32858,8:30.4339886785
32857,8:30.4349149344
32856,8:30.4358412466
4107,64:30.4358412466
32855,8:30.4367676152
32854,8:30.4376940402
32853,8:30.4386205217
32852,8:30.4395470595
32851,8:30.4404736537
32850,8:30.4414003044
32849,8:30.4423270114
32848,8:30.4432537749
4106,64:30.4432537749
32847,8:30.4441805948
32846,8:30.4451074712
32845,8:30.4460344040
32844,8:30.4469613932
32843,8:30.4478884389
32842,8:30.4488155410
32841,8:30.4497426996
32840,8:30.4506699147
4105,64:30.4506699147
32839,8:30.4515971862
32838,8:30.4525245142
32837,8:30.4534518987
32836,8:30.4543793397
32835,8:30.4553068372
32834,8:30.4562343911
32833,8:30.4571620016
1026,256:30.4580896686
32832,8:30.4580896686
4104,64:30.4580896686
32831,8:30.4590173920
32830,8:30.4599451720
32829,8:30.4608730086
32828,8:30.4618009016
32827,8:30.4627288512
32826,8:30.4636568573
32825,8:30.4645849200
32824,8:30.4655130392
4103,64:30.4655130392
32823,8:30.4664412150
32822,8:30.4673694473
32821,8:30.4682977362
32820,8:30.4692260816
32819,8:30.4701544836
32818,8:30.4710829422
32817,8:30.4720114574
32816,8:30.4729400292
4102,64:30.4729400292
32815,8:30.4738686576
32814,8:30.4747973425
32813,8:30.4757260841
32812,8:30.4766548823
32811,8:30.4775837371
32810,8:30.4785126485
32809,8:30.4794416166
32808,8:30.4803706413
4101,64:30.4803706413
32807,8:30.4812997226
32806,8:30.4822288605
32805,8:30.4831580551
32804,8:30.4840873064
32803,8:30.4850166143
32802,8:30.4859459789
32801,8:30.4868754001
1025,256:30.4878048780
32800,8:30.4878048780
4100,64:30.4878048780
32799,8:30.4887344126
32798,8:30.4896640039
32797,8:30.4905936518
32796,8:30.4915233565
32795,8:30.4924531178
32794,8:30.4933829359
32793,8:30.4943128106
32792,8:30.4952427421
4099,64:30.4952427421
32791,8:30.4961727303
32790,8:30.4971027752
32789,8:30.4980328768
32788,8:30.4989630352
32787,8:30.4998932503
32786,8:30.5008235222
32785,8:30.5017538508
32784,8:30.5026842362
4098,64:30.5026842362
32783,8:30.5036146783
32782,8:30.5045451772
32781,8:30.5054757328
32780,8:30.5064063453
32779,8:30.5073370145
32778,8:30.5082677405
32777,8:30.5091985233
32776,8:30.5101293629
4097,64:30.5101293629
32775,8:30.5110602593
32774,8:30.5119912125
32773,8:30.5129222225
32772,8:30.5138532893
32771,8:30.5147844130
32770,8:30.5157155935
32769,8:30.5166468308
1024,256:30.5175781250
256,1024:30.5175781250
32768,8:30.5175781250
4096,64:30.5175781250
32767,8:30.5185094759
32766,8:30.5194408838
32765,8:30.5203723485
32764,8:30.5213038701
32763,8:30.5222354485
32762,8:30.5231670838
32761,8:30.5240987759
32760,8:30.5250305250
4095,64:30.5250305250
32759,8:30.5259623309
32758,8:30.5268941937
32757,8:30.5278261135
32756,8:30.5287580901
32755,8:30.5296901236
32754,8:30.5306222140
32753,8:30.5315543614
32752,8:30.5324865657
4094,64:30.5324865657
32751,8:30.5334188269
32750,8:30.5343511450
32749,8:30.5352835201
32748,8:30.5362159521
32747,8:30.5371484410
32746,8:30.5380809869
32745,8:30.5390135898
32744,8:30.5399462496
4093,64:30.5399462496
32743,8:30.5408789664
32742,8:30.5418117402
32741,8:30.5427445710
32740,8:30.5436774587
32739,8:30.5446104034
32738,8:30.5455434052
32737,8:30.5464764639
1023,256:30.5474095796
32736,8:30.5474095796
4092,64:30.5474095796
32735,8:30.5483427524
32734,8:30.5492759821
32733,8:30.5502092689
32732,8:30.5511426127
32731,8:30.5520760135
32730,8:30.5530094714
32729,8:30.5539429863
32728,8:30.5548765582
4091,64:30.5548765582
32727,8:30.5558101873
32726,8:30.5567438733
32725,8:30.5576776165
32724,8:30.5586114166
32723,8:30.5595452739
32722,8:30.5604791883
32721,8:30.5614131597
32720,8:30.5623471882
4090,64:30.5623471882
32719,8:30.5632812738
32718,8:30.5642154165
32717,8:30.5651496164
32716,8:30.5660838733
32715,8:30.5670181873
32714,8:30.5679525585
32713,8:30.5688869868
32712,8:30.5698214722
4089,64:30.5698214722
32711,8:30.5707560147
32710,8:30.5716906144
32709,8:30.5726252713
32708,8:30.5735599853
32707,8:30.5744947564
32706,8:30.5754295847
32705,8:30.5763644702
1022,256:30.5772994129
32704,8:30.5772994129
4088,64:30.5772994129
32703,8:30.5782344127
32702,8:30.5791694697
32701,8:30.5801045839
32700,8:30.5810397553
32699,8:30.5819749839
32698,8:30.5829102697
32697,8:30.5838456127
32696,8:30.5847810129
4087,64:30.5847810129
32695,8:30.5857164704
32694,8:30.5866519850
32693,8:30.5875875569
32692,8:30.5885231861
32691,8:30.5894588724
32690,8:30.5903946160
32689,8:30.5913304169
32688,8:30.5922662750
4086,64:30.5922662750
32687,8:30.5932021904
32686,8:30.5941381631
32685,8:30.5950741930
32684,8:30.5960102802
32683,8:30.5969464247
32682,8:30.5978826265
32681,8:30.5988188855
32680,8:30.5997552019
4085,64:30.5997552019
32679,8:30.6006915756
32678,8:30.6016280066
32677,8:30.6025644949
32676,8:30.6035010405
32675,8:30.6044376434
32674,8:30.6053743037
32673,8:30.6063110213
1021,256:30.6072477962
32672,8:30.6072477962
4084,64:30.6072477962
32671,8:30.6081846285
32670,8:30.6091215182
32669,8:30.6100584652
32668,8:30.6109954695
32667,8:30.6119325313
32666,8:30.6128696504
32665,8:30.6138068268
32664,8:30.6147440607
4083,64:30.6147440607
32663,8:30.6156813519
32662,8:30.6166187006
32661,8:30.6175561066
32660,8:30.6184935701
32659,8:30.6194310909
32658,8:30.6203686692
32657,8:30.6213063049
32656,8:30.6222439980
4082,64:30.6222439980
32655,8:30.6231817485
32654,8:30.6241195565
32653,8:30.6250574219
32652,8:30.6259953448
32651,8:30.6269333251
32650,8:30.6278713629
32649,8:30.6288094581
32648,8:30.6297476108
4081,64:30.6297476108
32647,8:30.6306858210
32646,8:30.6316240887
32645,8:30.6325624138
32644,8:30.6335007964
32643,8:30.6344392365
32642,8:30.6353777342
32641,8:30.6363162893
1020,256:30.6372549019
255,1024:30.6372549019
32640,8:30.6372549019
4080,64:30.6372549019
32639,8:30.6381935721
32638,8:30.6391322997
32637,8:30.6400710849
32636,8:30.6410099276
32635,8:30.6419488279
32634,8:30.6428877857
32633,8:30.6438268010
32632,8:30.6447658739
4079,64:30.6447658739
32631,8:30.6457050044
32630,8:30.6466441924
32629,8:30.6475834380
32628,8:30.6485227412
32627,8:30.6494621019
32626,8:30.6504015202
32625,8:30.6513409961
32624,8:30.6522805296
4078,64:30.6522805296
32623,8:30.6532201207
32622,8:30.6541597694
32621,8:30.6550994757
32620,8:30.6560392397
32619,8:30.6569790612
32618,8:30.6579189404
32617,8:30.6588588772
32616,8:30.6597988717
4077,64:30.6597988717
32615,8:30.6607389238
32614,8:30.6616790335
32613,8:30.6626192009
32612,8:30.6635594259
32611,8:30.6644997086
32610,8:30.6654400490
32609,8:30.6663804471
1019,256:30.6673209028
32608,8:30.6673209028
4076,64:30.6673209028
32607,8:30.6682614162
32606,8:30.6692019873
32605,8:30.6701426161
32604,8:30.6710833026
32603,8:30.6720240468
32602,8:30.6729648487
32601,8:30.6739057084
32600,8:30.6748466257
4075,64:30.6748466257
32599,8:30.6757876008
32598,8:30.6767286336
32597,8:30.6776697242
32596,8:30.6786108724
32595,8:30.6795520785
32594,8:30.6804933423
32593,8:30.6814346638
32592,8:30.6823760432
4074,64:30.6823760432
32591,8:30.6833174802
32590,8:30.6842589751
32589,8:30.6852005277
32588,8:30.6861421382
32587,8:30.6870838064
32586,8:30.6880255324
32585,8:30.6889673162
32584,8:30.6899091578
4073,64:30.6899091578
32583,8:30.6908510572
32582,8:30.6917930145
32581,8:30.6927350296
32580,8:30.6936771025
32579,8:30.6946192332
32578,8:30.6955614218
32577,8:30.6965036682
1018,256:30.6974459724
32576,8:30.6974459724
4072,64:30.6974459724
32575,8:30.6983883346
32574,8:30.6993307545
32573,8:30.7002732324
32572,8:30.7012157681
32571,8:30.7021583617
32570,8:30.7031010132
32569,8:30.7040437225
32568,8:30.7049864898
4071,64:30.7049864898
32567,8:30.7059293149
32566,8:30.7068721979
32565,8:30.7078151389
32564,8:30.7087581378
32563,8:30.7097011946
32562,8:30.7106443093
32561,8:30.7115874819
32560,8:30.7125307125
4070,64:30.7125307125
32559,8:30.7134740010
32558,8:30.7144173475
32557,8:30.7153607519
32556,8:30.7163042142
32555,8:30.7172477346
32554,8:30.7181913128
32553,8:30.7191349491
32552,8:30.7200786434
4069,64:30.7200786434
32551,8:30.7210223956
32550,8:30.7219662058
32549,8:30.7229100740
32548,8:30.7238540002
32547,8:30.7247979844
32546,8:30.7257420266
32545,8:30.7266861269
1017,256:30.7276302851
32544,8:30.7276302851
4068,64:30.7276302851
32543,8:30.7285745014
32542,8:30.7295187757
32541,8:30.7304631080
32540,8:30.7314074984
32539,8:30.7323519468
32538,8:30.7332964533
32537,8:30.7342410179
32536,8:30.7351856405
4067,64:30.7351856405
32535,8:30.7361303211
32534,8:30.7370750599
32533,8:30.7380198567
32532,8:30.7389647116
32531,8:30.7399096246
32530,8:30.7408545957
32529,8:30.7417996249
32528,8:30.7427447122
4066,64:30.7427447122
32527,8:30.7436898576
32526,8:30.7446350611
32525,8:30.7455803228
32524,8:30.7465256426
32523,8:30.7474710205
32522,8:30.7484164565
32521,8:30.7493619507
32520,8:30.7503075030
4065,64:30.7503075030
32519,8:30.7512531135
32518,8:30.7521987822
32517,8:30.7531445090
32516,8:30.7540902940
32515,8:30.7550361371
32514,8:30.7559820385
32513,8:30.7569279980
1016,256:30.7578740157
254,1024:30.7578740157
32512,8:30.7578740157
4064,64:30.7578740157
32511,8:30.7588200916
32510,8:30.7597662257
32509,8:30.7607124180
32508,8:30.7616586686
32507,8:30.7626049773
32506,8:30.7635513443
32505,8:30.7644977695
32504,8:30.7654442530
4063,64:30.7654442530
32503,8:30.7663907946
32502,8:30.7673373946
32501,8:30.7682840527
32500,8:30.7692307692
32499,8:30.7701775439
32498,8:30.7711243768
32497,8:30.7720712681
32496,8:30.7730182176
4062,64:30.7730182176
32495,8:30.7739652254
32494,8:30.7749122914
32493,8:30.7758594158
32492,8:30.7768065985
32491,8:30.7777538395
32490,8:30.7787011388
32489,8:30.7796484964
32488,8:30.7805959123
4061,64:30.7805959123
32487,8:30.7815433865
32486,8:30.7824909191
32485,8:30.7834385100
32484,8:30.7843861593
32483,8:30.7853338669
32482,8:30.7862816329
32481,8:30.7872294572
1015,256:30.7881773399
32480,8:30.7881773399
4060,64:30.7881773399
32479,8:30.7891252809
32478,8:30.7900732803
32477,8:30.7910213381
32476,8:30.7919694543
32475,8:30.7929176289
32474,8:30.7938658619
32473,8:30.7948141532
32472,8:30.7957625030
4059,64:30.7957625030
32471,8:30.7967109112
32470,8:30.7976593778
32469,8:30.7986079029
32468,8:30.7995564863
32467,8:30.8005051282
32466,8:30.8014538286
32465,8:30.8024025874
32464,8:30.8033514046
4058,64:30.8033514046
32463,8:30.8043002803
32462,8:30.8052492144
32461,8:30.8061982070
32460,8:30.8071472581
32459,8:30.8080963677
32458,8:30.8090455357
32457,8:30.8099947623
32456,8:30.8109440473
4057,64:30.8109440473
32455,8:30.8118933908
32454,8:30.8128427928
32453,8:30.8137922534
32452,8:30.8147417724
32451,8:30.8156913500
32450,8:30.8166409861
32449,8:30.8175906807
1014,256:30.8185404339
32448,8:30.8185404339
4056,64:30.8185404339
32447,8:30.8194902456
32446,8:30.8204401158
32445,8:30.8213900446
32444,8:30.8223400320
32443,8:30.8232900779
32442,8:30.8242401824
32441,8:30.8251903455
32440,8:30.8261405672
4055,64:30.8261405672
32439,8:30.8270908474
32438,8:30.8280411862
32437,8:30.8289915836
32436,8:30.8299420397
32435,8:30.8308925543
32434,8:30.8318431275
32433,8:30.8327937594
32432,8:30.8337444499
4054,64:30.8337444499
32431,8:30.8346951990
32430,8:30.8356460067
32429,8:30.8365968731
32428,8:30.8375477981
32427,8:30.8384987818
32426,8:30.8394498242
32425,8:30.8404009252
32424,8:30.8413520848
4053,64:30.8413520848
32423,8:30.8423033032
32422,8:30.8432545802
32421,8:30.8442059159
32420,8:30.8451573103
32419,8:30.8461087633
32418,8:30.8470602751
32417,8:30.8480118456
1013,256:30.8489634748
32416,8:30.8489634748
4052,64:30.8489634748
32415,8:30.8499151627
32414,8:30.8508669093
32413,8:30.8518187147
32412,8:30.8527705787
32411,8:30.8537225016
32410,8:30.8546744831
32409,8:30.8556265234
32408,8:30.8565786225
4051,64:30.8565786225
32407,8:30.8575307803
32406,8:30.8584829969
32405,8:30.8594352723
32404,8:30.8603876064
32403,8:30.8613399993
32402,8:30.8622924510
32401,8:30.8632449615
32400,8:30.8641975308
4050,64:30.8641975308
32399,8:30.8651501589
32398,8:30.8661028458
32397,8:30.8670555915
32396,8:30.8680083960
32395,8:30.8689612594
32394,8:30.8699141816
32393,8:30.8708671626
32392,8:30.8718202025
4049,64:30.8718202025
32391,8:30.8727733012
32390,8:30.8737264587
32389,8:30.8746796751
32388,8:30.8756329504
32387,8:30.8765862846
32386,8:30.8775396776
32385,8:30.8784931295
1012,256:30.8794466403
253,1024:30.8794466403
32384,8:30.8794466403
4048,64:30.8794466403
32383,8:30.8804002099
32382,8:30.8813538385
32381,8:30.8823075260
32380,8:30.8832612723
32379,8:30.8842150776
32378,8:30.8851689418
32377,8:30.8861228649
32376,8:30.8870768470
4047,64:30.8870768470
32375,8:30.8880308880
32374,8:30.8889849879
32373,8:30.8899391468
32372,8:30.8908933646
32371,8:30.8918476414
32370,8:30.8928019771
32369,8:30.8937563718
32368,8:30.8947108255
4046,64:30.8947108255
32367,8:30.8956653381
32366,8:30.8966199097
32365,8:30.8975745403
32364,8:30.8985292300
32363,8:30.8994839786
32362,8:30.9004387862
32361,8:30.9013936528
32360,8:30.9023485784
4045,64:30.9023485784
32359,8:30.9033035631
32358,8:30.9042586068
32357,8:30.9052137095
32356,8:30.9061688713
32355,8:30.9071240921
32354,8:30.9080793719
32353,8:30.9090347108
1011,256:30.9099901088
32352,8:30.9099901088
4044,64:30.9099901088
32351,8:30.9109455658
32350,8:30.9119010819
32349,8:30.9128566570
32348,8:30.9138122913
32347,8:30.9147679846
32346,8:30.9157237370
32345,8:30.9166795486
32344,8:30.9176354192
4043,64:30.9176354192
32343,8:30.9185913489
32342,8:30.9195473378
32341,8:30.9205033857
32340,8:30.9214594928
32339,8:30.9224156591
32338,8:30.9233718844
32337,8:30.9243281689
32336,8:30.9252845126
4042,64:30.9252845126
32335,8:30.9262409154
32334,8:30.9271973773
32333,8:30.9281538984
32332,8:30.9291104787
